Effective Date,Contract Reference Number  ,Title of agreement,Service responsible,Description of goods and services,Contract Start Date,End Date,Review Date,Extension Period,Contract Value,SupplierName,NominatedContactPoint,,,,,
August 2015,WDC11744,PostageCreditBought12Mar15FrankMach,FINANCE & COMMERCIAL,PostageCreditBought12Mar15FrankMach,4/7/2015,,,,5000.00,Neopost Neofunds,Paul.Simmons@wycombe.gov.uk,,,,,
August 2015,WDC11852,2015-16 Engineering Insurance,FINANCE & COMMERCIAL,2015-16 Engineering Insurance,4/16/2015,,,,7563.11,Gallagher Heath Ltd,Brenda.Watson@wycombe.gov.uk,,,,,
August 2015,WDC11855,Detailed design of redeveloping Pastures Chur,FINANCE & COMMERCIAL,Detailed design of redeveloping Pastures Chur,4/16/2015,,,,100000.00,The Pastures Church,Penelope.Tollitt@wycombe.gov.uk,,,,,
August 2015,WDC11856,High Wycombe Town Centre Masterplan Alternati,FINANCE & COMMERCIAL,High Wycombe Town Centre Masterplan Alternati,4/16/2015,,,,6864000.00,Bucks County Council,Penelope.Tollitt@wycombe.gov.uk,,,,,
August 2015,WDC11861,QVR14 - new bin enclosure to car park,FINANCE & COMMERCIAL,QVR14 - new bin enclosure to car park,4/17/2015,,,,8513.00,Jarvis Engineering Ltd,John.Mcmillan@wycombe.gov.uk,,,,,
August 2015,WDC11902,RTB sales administrative fee 2014/15 - 42 sal,FINANCE & COMMERCIAL,RTB sales administrative fee 2014/15 - 42 sal,4/22/2015,,,,68250.00,Red Kite Community Housing Ltd,Steve.Richardson@wycombe.gov.uk,,,,,
August 2015,WDC11905,For Paying Royal Mail Invoices 2015-16,FINANCE & COMMERCIAL,For Paying Royal Mail Invoices 2015-16,4/23/2015,,,,200000.00,Royal Mail,John.Mcmillan@wycombe.gov.uk,,,,,
August 2015,WDC11939,Westbourne Street Link Road Materials,FINANCE & COMMERCIAL,Westbourne Street Link Road Materials,4/24/2015,,,,365100.00,Bucks County Council,John.Callaghan@wycombe.gov.uk,,,,,
August 2015,WDC11955,Business Equipment,FINANCE & COMMERCIAL,Business Equipment,4/27/2015,,,,6157.73,Boyce Business Equipment Ltd,John.Mcmillan@wycombe.gov.uk,,,,,
August 2015,WDC11983,Letting Fee in respect of Building C / Albert,FINANCE & COMMERCIAL,Letting Fee in respect of Building C / Albert,4/30/2015,,,,8804.00,Duncan Bailey Kennedy,John.Mcmillan@wycombe.gov.uk,,,,,
August 2015,WDC12050,Gas Works Link Road design & contract managem,FINANCE & COMMERCIAL,Gas Works Link Road design & contract managem,5/8/2015,,,,99648.13,Bucks County Council,Penelope.Tollitt@wycombe.gov.uk,,,,,
August 2015,WDC12051,Westbourne Street Link Road Construction,FINANCE & COMMERCIAL,Westbourne Street Link Road Construction,5/8/2015,,,,339000.00,Bucks County Council,John.Mcmillan@wycombe.gov.uk,,,,,
August 2015,WDC12052,Westbourne Street Link Road Construction,FINANCE & COMMERCIAL,Westbourne Street Link Road Construction,5/8/2015,,,,1050000.00,Bucks County Council,John.Mcmillan@wycombe.gov.uk,,,,,
August 2015,WDC12224,F 18H079-0011,FINANCE & COMMERCIAL,F 18H079-0011,5/27/2015,,,,215527.44,Zurich Municipal,Ian.Westgate@wycombe.gov.uk,,,,,
August 2015,WDC12264,PostageCreditBought20APR2015,FINANCE & COMMERCIAL,PostageCreditBought20APR2015,5/29/2015,,,,5000.00,Neopost Neofunds,Paul.Simmons@wycombe.gov.uk,,,,,
August 2015,WDC12332,Bus Service Support - Route 35,FINANCE & COMMERCIAL,Bus Service Support - Route 35,6/4/2015,,,,75000.00,Bucks County Council,Penelope.Tollitt@wycombe.gov.uk,,,,,
August 2015,WDC12333,Wycombe Route Improvement Project,FINANCE & COMMERCIAL,Wycombe Route Improvement Project,6/4/2015,,,,250000.00,Bucks County Council,Penelope.Tollitt@wycombe.gov.uk,,,,,
August 2015,WDC12334,Smarter Choices Programme,FINANCE & COMMERCIAL,Smarter Choices Programme,6/4/2015,,,,180000.00,Bucks County Council,Penelope.Tollitt@wycombe.gov.uk,,,,,
August 2015,WDC12440,Handy Cross Hub - Installation of Highways Du,FINANCE & COMMERCIAL,Handy Cross Hub - Installation of Highways Du,6/18/2015,,,,15000.00,Bucks County Council,Charles.Brocklehurst@wycombe.gov.uk,,,,,
August 2015,WDC12452,Business support scheme (flooding),FINANCE & COMMERCIAL,Business support scheme (flooding),6/18/2015,,,,17500.00,South Bucks District Council,Steve.Richardson@wycombe.gov.uk,,,,,
August 2015,WDC12464,Committee Room Lights,FINANCE & COMMERCIAL,Committee Room Lights,6/19/2015,,,,6060.00,Scorpio Electrical Contractors,John.Mcmillan@wycombe.gov.uk,,,,,
August 2015,WDC12484,PostageCreditBought11JUN2015,FINANCE & COMMERCIAL,PostageCreditBought11JUN2015,6/23/2015,,,,5000.00,Neopost Neofunds,Paul.Simmons@wycombe.gov.uk,,,,,
August 2015,WDC12527,Outstanding Bid Levy 2012/13 to 14/15,FINANCE & COMMERCIAL,Outstanding Bid Levy 2012/13 to 14/15,6/25/2015,,,,25000.00,Hwbidco Ltd,Nisar.Visram@wycombe.gov.uk,,,,,
August 2015,WDC11788,Temp staff to 27 March 2015,HOUSING,Temp staff to 27 March 2015,4/10/2015,,,,5527.50,Reed Employment Plc,Kathryn.Hobman@wycombe.gov.uk,,,,,
August 2015,WDC11990,Rayners Avenue Mobile Home Site,HOUSING,Rayners Avenue Mobile Home Site,5/1/2015,,,,27000.00,Thompson Wilson,Brian.Daly@wycombe.gov.uk,,,,,
August 2015,WDC12278,temp staff  4 weeks to 22/5/15,HOUSING,temp staff  4 weeks to 22/5/15,6/1/2015,,,,6467.00,Reed Employment Plc,Kathryn.Hobman@wycombe.gov.uk,,,,,
August 2015,WDC12385,rent accounts,HOUSING,rent accounts,6/9/2015,,,,22000.00,The Bucks Housing Association Ltd,Kathryn.Hobman@wycombe.gov.uk,,,,,
August 2015,WDC12493,Saunderton Lodge - Communal Corridor Flooring,HOUSING,Saunderton Lodge - Communal Corridor Flooring,6/24/2015,,,,8662.52,Murrell Estates  Ltd                 Cis,Kathryn.Hobman@wycombe.gov.uk,,,,,
August 2015,WDC11746,Wren Davis Ltd Milk 15-16),HUMAN RESOURCES ICT & SHARED SUPPORT,Wren Davis Ltd Milk 15-16),4/7/2015,,,,5000.00,Wren Davis Ltd,Paul.Spencer@wycombe.gov.uk,,,,,
August 2015,WDC11760,Council Offices BMS Service & monitoring 01/0,HUMAN RESOURCES ICT & SHARED SUPPORT,Council Offices BMS Service & monitoring 01/0,4/7/2015,,,,6870.00,Tesgl Ltd,Paul.Bryan@wycombe.gov.uk,,,,,
August 2015,WDC11774,Health & safety partnership,HUMAN RESOURCES ICT & SHARED SUPPORT,Health & safety partnership,4/8/2015,,,,7100.00,Bucks County Council,Steve.Richardson@wycombe.gov.uk,,,,,
August 2015,WDC11783,FiveStar Crpet cleaning (2015 - 16),HUMAN RESOURCES ICT & SHARED SUPPORT,FiveStar Crpet cleaning (2015 - 16),4/9/2015,,,,6000.00,Five Star Cleaning,Paul.Bryan@wycombe.gov.uk,,,,,
August 2015,WDC11787,OEA 06/04/15-05/04/16,HUMAN RESOURCES ICT & SHARED SUPPORT,OEA 06/04/15-05/04/16,4/9/2015,,,,7197.00,Astun Technology Ltd,Mary.Hayward-Ord@wycombe.gov.uk,,,,,
August 2015,WDC11840,01206292 DX00686919 DX3AMME9XLIC TREND MICRO ,HUMAN RESOURCES ICT & SHARED SUPPORT,01206292 DX00686919 DX3AMME9XLIC TREND MICRO ,4/15/2015,,,,12688.64,Phoenix Software Ltd,Mark.Lansbury@wycombe.gov.uk,,,,,
August 2015,WDC11891,UPS Maintenance renewal - No 9843364 01/06/20,HUMAN RESOURCES ICT & SHARED SUPPORT,UPS Maintenance renewal - No 9843364 01/06/20,4/22/2015,,,,5496.00,On365,Mark.Lansbury@wycombe.gov.uk,,,,,
August 2015,WDC11934,QVR Offices - Window blinds,HUMAN RESOURCES ICT & SHARED SUPPORT,QVR Offices - Window blinds,4/24/2015,,,,7114.40,Boyce Business Equipment Ltd,Paul.Bryan@wycombe.gov.uk,,,,,
August 2015,WDC11945,Works to Council Chamber Power & Lighting,HUMAN RESOURCES ICT & SHARED SUPPORT,Works to Council Chamber Power & Lighting,4/24/2015,,,,12465.00,Scorpio Electrical Contractors,Paul.Bryan@wycombe.gov.uk,,,,,
August 2015,WDC12044,Iron Mountain monthly payments 2015/16,HUMAN RESOURCES ICT & SHARED SUPPORT,Iron Mountain monthly payments 2015/16,5/7/2015,,,,7000.00,Iron Mountain (Uk) Ltd,Paul.Bryan@wycombe.gov.uk,,,,,
August 2015,WDC12056,support fee 010415-310316,HUMAN RESOURCES ICT & SHARED SUPPORT,support fee 010415-310316,5/11/2015,,,,7010.00,Modern Mindset Ltd,Mary.Hayward-Ord@wycombe.gov.uk,,,,,
August 2015,WDC12057,servicemail support 310515-300516,HUMAN RESOURCES ICT & SHARED SUPPORT,servicemail support 310515-300516,5/11/2015,,,,5685.00,Blue Flag Technologies Ltd,Mary.Hayward-Ord@wycombe.gov.uk,,,,,
August 2015,WDC12149,AUT0000500BE12-8 RSA Auth Mgr Base Ed 8.0 Enh,HUMAN RESOURCES ICT & SHARED SUPPORT,AUT0000500BE12-8 RSA Auth Mgr Base Ed 8.0 Enh,5/20/2015,,,,19008.00,Insight Direct,John.Mcmillan@wycombe.gov.uk,,,,,
August 2015,WDC12158,V56-ENT-G-SSS-C-R Basic Support VMware vSpher,HUMAN RESOURCES ICT & SHARED SUPPORT,V56-ENT-G-SSS-C-R Basic Support VMware vSpher,5/20/2015,,,,155063.08,Phoenix Software Ltd,John.Mcmillan@wycombe.gov.uk,,,,,
August 2015,WDC12289,Agency Cleaning Cover (May - July 15),HUMAN RESOURCES ICT & SHARED SUPPORT,Agency Cleaning Cover (May - July 15),6/2/2015,,,,5000.00,Absolute Cleaning Services,Paul.Bryan@wycombe.gov.uk,,,,,
August 2015,WDC12329,ishare OEA support 190715-180716,HUMAN RESOURCES ICT & SHARED SUPPORT,ishare OEA support 190715-180716,6/4/2015,,,,11253.00,Astun Technology Ltd,Mary.Hayward-Ord@wycombe.gov.uk,,,,,
August 2015,WDC12373,TS - Agency costs (3 of 9),HUMAN RESOURCES ICT & SHARED SUPPORT,TS - Agency costs (3 of 9),6/9/2015,,,,14150.79,The Oyster Partnership,Janice.Hull@wycombe..gov.uk,,,,,
August 2015,WDC12470,45KC0ZZ0-BR1GS Sym EV E-Discovery std ed V11 ,HUMAN RESOURCES ICT & SHARED SUPPORT,45KC0ZZ0-BR1GS Sym EV E-Discovery std ed V11 ,6/19/2015,,,,6247.50,Civica Services Ltd,Mark.Lansbury@wycombe.gov.uk,,,,,
August 2015,WDC12545,mapinfo,HUMAN RESOURCES ICT & SHARED SUPPORT,mapinfo,6/29/2015,,,,5232.00,Pitney Bowes Software Ltd,Mary.Hayward-Ord@wycombe.gov.uk,,,,,
August 2015,WDC11817,Chilterns Conservation Board contribution 201,PLANNING,Chilterns Conservation Board contribution 201,4/13/2015,,,,9357.00,Chilterns Conservation Board,Ian.Manktelow@wycombe.gov.uk,,,,,
August 2015,WDC11964,Oyster ,PLANNING,Oyster ,4/27/2015,,,,36000.00,The Oyster Partnership,Penelope.Tollitt@wycombe.gov.uk,,,,,
August 2015,WDC12045,Oyster  3 months,PLANNING,Oyster  3 months,5/7/2015,,,,20000.00,The Oyster Partnership,Penelope.Tollitt@wycombe.gov.uk,,,,,
August 2015,WDC12049,Central Bucks Housing and Economic Developmen,PLANNING,Central Bucks Housing and Economic Developmen,5/8/2015,,,,71375.00,Opinion Research Services,Penelope.Tollitt@wycombe.gov.uk,,,,,
August 2015,WDC12181,Provision of agency surveyor,PLANNING,Provision of agency surveyor,5/26/2015,,,,36000.00,B R G Interim Solutions Ltd,Ian.Westgate@wycombe.gov.uk,,,,,
August 2015,WDC12330,Richard Ground Cornerstone Barristers - 14/06,PLANNING,Richard Ground Cornerstone Barristers - 14/06,6/4/2015,,,,45000.00,Richard Ground,Penelope.Tollitt@wycombe.gov.uk,,,,,
August 2015,WDC12365,Princes Risborough Extension Workshops,PLANNING,Princes Risborough Extension Workshops,6/8/2015,,,,7500.00,Design Council,Ian.Manktelow@wycombe.gov.uk,,,,,
August 2015,WDC12377,Local Plan Proposals Maps,PLANNING,Local Plan Proposals Maps,6/9/2015,,,,7934.00,Cook Hammond & Kell,Ian.Manktelow@wycombe.gov.uk,,,,,
August 2015,WDC11775,Guildhall - Caretaking Services for April 15 ,PROPERTY,Guildhall - Caretaking Services for April 15 ,4/8/2015,,,,6600.00,Anderson Caretaking Services,Robert.Daniels@wycombe.gov,,,,,
August 2015,WDC11830,"9-10 Church Street, HW - rent for period 25/3",PROPERTY,"9-10 Church Street, HW - rent for period 25/3",4/14/2015,,,,17250.00,Wesleyan Assurance Society,Charles.Brocklehurst@wycombe.gov.uk,,,,,
August 2015,WDC11831,"6-8 Frogmoor, HW -Year Service Charges for pe",PROPERTY,"6-8 Frogmoor, HW -Year Service Charges for pe",4/14/2015,,,,5769.24,Capita Property & Infrastructure Ltd,Charles.Brocklehurst@wycombe.gov.uk,,,,,
August 2015,WDC11873,Hughenden Quarter - S38 Agreement Monies,PROPERTY,Hughenden Quarter - S38 Agreement Monies,4/21/2015,,,,106286.00,Bucks County Council,Charles.Brocklehurst@wycombe.gov.uk,,,,,
August 2015,WDC11919,"Guildhall, Cleaning , Supplies, and Sundries.",PROPERTY,"Guildhall, Cleaning , Supplies, and Sundries.",4/24/2015,,,,6000.00,Rts Cleaning Services,Robert.Daniels@wycombe.gov,,,,,
August 2015,WDC11982,"Bassetsbury Bowls Club/Manor, supply and fit ",PROPERTY,"Bassetsbury Bowls Club/Manor, supply and fit ",4/30/2015,,,,5219.00,Cotswold Decorative Ironworkers,Robert.Daniels@wycombe.gov,,,,,
August 2015,WDC12293, Fees,PROPERTY, Fees,6/2/2015,,,,20000.00,Macdonald & Company,Victoria.Green@wycombe.gov.uk,,,,,
August 2015,WDC12416,Hughenden Quarter - Asbestos Monitoring Atten,PROPERTY,Hughenden Quarter - Asbestos Monitoring Atten,6/16/2015,,,,14900.00,Dsm Group - Cis,Charles.Brocklehurst@wycombe.gov.uk,,,,,
August 2015,WDC12454,John Lewis Car Park Extension - Design & Cons,PROPERTY,John Lewis Car Park Extension - Design & Cons,6/18/2015,,,,345751.59,John Lewis Plc,Steve.Richardson@wycombe.gov.uk,,,,,
August 2015,WDC12500,Baker Street - Agents fees re pre application,PROPERTY,Baker Street - Agents fees re pre application,6/24/2015,,,,5000.00,Savills Uk Ltd,Robert.Daniels@wycombe.gov,,,,,
August 2015,WDC12537,"Ashwells, High Wycombe -Professional fees re ",PROPERTY,"Ashwells, High Wycombe -Professional fees re ",6/29/2015,,,,25000.00,Savills Uk Ltd,Charles.Brocklehurst@wycombe.gov.uk,,,,,
